league,opp,opp2,result,conf,ROI,date,outcome
primeira-liga,Uniao Madeira,Setubal,12,Med conf,+0.5,03.04.16,lose
primeira-liga,Estoril,Pacos Ferreira,1X,Low conf,-4.1,03.04.16,win
primeira-liga,Moreirense,Rio Ave,1,Med conf,+32.2,03.04.16,lose
ligue-1,Nantes,Lille,1,High conf,+44.5,03.04.16,lose
ligue-1,Bastia,Marseille,1X,High conf,+45.7,03.04.16,win
ligue-1,Lorient,Lyon,X2,High conf,+39.8,03.04.16,win
bundesliga,M'gladbach,Hertha,1,Med conf,+24.8,03.04.16,win
bundesliga,Hoffenheim,FC Koln,X2,Low conf,+2.4,03.04.16,win
serie-a,Udinese,Napoli,1,Med conf,+51.7,03.04.16,win
serie-a,Atalanta,Milan,1,Med conf,+32.5,03.04.16,win
serie-a,Chievo,Palermo,X2,High conf,+42.4,03.04.16,lose
serie-a,Fiorentina,Sampdoria,1X,Med conf,+29.7,03.04.16,win
serie-a,Genoa,Frosinone,1X,Low conf,+1.0,03.04.16,win
serie-a,Lazio,Roma,12,High conf,+8.8,03.04.16,win
serie-a,Inter,Torino,1,Med conf,+17.9,03.04.16,lose
premier-league,Leicester,Southampton,X2,Med conf,+12.1,03.04.16,lose
premier-league,Man United,Everton,1X,Med conf,+19.3,03.04.16,win
primera-division,Ath Madrid,Betis,1,Med conf,-8.0,01.04.16,win
primera-division,Las Palmas,Valencia,X,Low conf,+12.0,01.04.16,lose
primera-division,Barcelona,Real Madrid,1,High conf,+25.1,01.04.16,lose
primeira-liga,Arouca,Academica,1X,Low conf,+9.5,01.04.16,win
primeira-liga,Maritimo,Nacional,1X,Med conf,--,01.04.16,win
primeira-liga,Guimaraes,Boavista,>1.5,Med conf,--,01.04.16,win
ligue-1,Paris SG,Nice,1,High conf,+29.3,01.04.16,win
ligue-1,Troyes,Angers,X2,Med conf,+16.8,01.04.16,win
ligue-1,Ajaccio GFCO,St Etienne,X2,High conf,+53.1,01.04.16,win
ligue-1,Guingamp,Montpellier,1,Med conf,+22.7,01.04.16,win
ligue-1,Rennes,Reims,X,High conf,+69.0,01.04.16,lose
ligue-1,Toulouse,Caen,X2,Med conf,+9.9,01.04.16,lose
super-lig,Genclerbirligi,Konyaspor,1,Low conf,-6.2,01.04.16,lose
super-lig,Gaziantepspor,Trabzonspor,12,Low conf,-25.6,01.04.16,win
super-lig,Eskisehirspor,Galatasaray,>2.5,High conf,+43.5,01.04.16,win
championship,Blackburn,Preston,1,Med conf,+22.0,01.04.16,lose
championship,Brighton,Burnley,1X,High conf,+43.2,01.04.16,win
championship,Bolton,Reading,12,Med conf,-0.2,01.04.16,win
championship,Cardiff,Derby,1,Low conf,+18.1,01.04.16,win
championship,Charlton,Birmingham,1,Med conf,+30.6,01.04.16,win
championship,Fulham,Milton Keynes Dons,12,Low conf,-21.8,01.04.16,win
championship,Huddersfield,Sheffield Weds,2,High conf,+49.2,01.04.16,win
championship,Hull,Bristol City,1X,Med conf,+7.9,01.04.16,win
championship,Nott'm Forest,Brentford,>1.5,Med conf,--,01.04.16,win
championship,Rotherham,Leeds,12,Med conf,+3.4,01.04.16,win
championship,Wolves,Ipswich,2,Med conf,+45.2,01.04.16,lose
bundesliga,Bayern Munich,Ein Frankfurt,1,Med conf,-12.5,01.04.16,win
bundesliga,Ingolstadt,Schalke 04,X2,Low conf,-2.4,01.04.16,lose
bundesliga,Mainz,Augsburg,X,Med conf,+30.7,01.04.16,lose
bundesliga,Hannover,Hamburg,2,High conf,+58.5,01.04.16,win
bundesliga,Darmstadt,Stuttgart,X,Med conf,+38.4,01.04.16,win
bundesliga,Dortmund,Werder Bremen,1X,High conf,+48.5,01.04.16,win
serie-a,Carpi,Sassuolo,X2,High conf,+44.1,01.04.16,win
serie-a,Juventus,Empoli,1,Med conf,-5.6,01.04.16,win
premier-league,Aston Villa,Chelsea,12,High conf,+3.9,01.04.16,win
premier-league,Arsenal,Watford,1,High conf,+17.1,01.04.16,win
premier-league,Bournemouth,Man City,X2,Med conf,+18.0,01.04.16,win
premier-league,Norwich,Newcastle,X2,High conf,+30.0,01.04.16,lose
premier-league,Stoke,Swansea,1X,Med conf,+18.6,01.04.16,win
premier-league,Sunderland,West Brom,12,Med conf,+1.1,01.04.16,lose
premier-league,West Ham,Crystal Palace,2,Med conf,+35.2,01.04.16,win
premier-league,Liverpool,Tottenham,12,High conf,+12.4,01.04.16,lose
primera-division,Vallecano,Getafe,>2.5,Low conf,-19.0,31.03.16,lose
primeira-liga,Benfica,Sp Braga,1,Med conf,+7.6,31.03.16,win
ligue-1,Monaco,Bordeaux,1X,High conf,+43.1,31.03.16,lose
championship,QPR,Middlesbrough,1,Low conf,+0.4,31.03.16,lose
bundesliga,Leverkusen,Wolfsburg,1,Med conf,+24.5,31.03.16,win
primera-division,Espanol,Ath Bilbao,X2,High conf,+31.6,20.03.16,lose
primera-division,Villarreal,Barcelona,X2,High conf,+53.1,20.03.16,win
primera-division,Valencia,Celta,1X,Low conf,-51.0,20.03.16,lose
primera-division,Real Madrid,Sevilla,1,Med conf,+8.8,20.03.16,win
primeira-liga,Academica,Estoril,12,High conf,+16.8,20.03.16,win
primeira-liga,Nacional,Guimaraes,1X,Low conf,--,20.03.16,win
primeira-liga,Pacos Ferreira,Moreirense,1X,Low conf,-22.8,20.03.16,win
primeira-liga,Tondela,Belenenses,X2,Med conf,+14.5,20.03.16,win
primeira-liga,Boavista,Benfica,X2,High conf,+39.7,20.03.16,win
primeira-liga,Sp Braga,Uniao Madeira,12,Low conf,-29.0,20.03.16,win
ligue-1,Bordeaux,Bastia,12,Low conf,-45.5,20.03.16,lose
ligue-1,Nice,Ajaccio GFCO,1,High conf,+25.4,20.03.16,win
ligue-1,Paris SG,Monaco,1,Med conf,+2.3,20.03.16,lose
bundesliga,Stuttgart,Leverkusen,X,Med conf,+44.5,20.03.16,lose
bundesliga,Augsburg,Dortmund,2,High conf,+35.1,20.03.16,win
serie-a,Atalanta,Bologna,1,High conf,+42.3,20.03.16,win
serie-a,Frosinone,Fiorentina,X2,High conf,+53.9,20.03.16,win
serie-a,Sampdoria,Chievo,1,Low conf,+2.4,20.03.16,lose
serie-a,Sassuolo,Udinese,X,Low conf,+24.2,20.03.16,win
serie-a,Torino,Juventus,1,Med conf,+44.9,20.03.16,lose
serie-a,Verona,Carpi,X2,High conf,+33.5,20.03.16,win
serie-a,Napoli,Genoa,1X,High conf,+30.4,20.03.16,win
serie-a,Milan,Lazio,1,High conf,+39.1,20.03.16,lose
premier-league,Newcastle,Sunderland,12,High conf,+6.3,20.03.16,lose
premier-league,Southampton,Liverpool,2,Low conf,+19.9,20.03.16,lose
premier-league,Man City,Man United,X2,Low conf,+10.3,20.03.16,win
premier-league,Tottenham,Bournemouth,>2.5,High conf,+25.7,20.03.16,win
primera-division,Sp Gijon,Ath Madrid,12,High conf,+13.6,19.03.16,win
primera-division,Granada,Vallecano,X2,High conf,+33.6,19.03.16,win
primera-division,Sociedad,Las Palmas,12,High conf,+20.0,19.03.16,win
primera-division,La Coruna,Levante,1X,High conf,+46.8,19.03.16,win
primera-division,Betis,Malaga,>2.5,Med conf,+35.3,19.03.16,lose
primeira-liga,Sp Lisbon,Arouca,1X,Low conf,-12.5,19.03.16,win
primeira-liga,Setubal,Porto,>1.5,High conf,--,19.03.16,lose
ligue-1,St Etienne,Montpellier,12,Low conf,-34.4,19.03.16,win
ligue-1,Angers,Lorient,>1.5,Med conf,--,19.03.16,win
ligue-1,Caen,Troyes,1,Med conf,-1.9,19.03.16,win
ligue-1,Lille,Toulouse,X2,Med conf,+24.0,19.03.16,lose
ligue-1,Reims,Guingamp,X2,Med conf,+27.1,19.03.16,win
ligue-1,Lyon,Nantes,1X,High conf,+53.3,19.03.16,win
super-lig,Osmanlispor,Genclerbirligi,>2.5,Low conf,--,19.03.16,win
super-lig,Trabzonspor,Sivasspor,1,High conf,+57.1,19.03.16,win
super-lig,Besiktas,Antalyaspor,1X,Med conf,+23.4,19.03.16,win
championship,Derby,Nott'm Forest,1X,Med conf,+16.2,19.03.16,win
championship,Birmingham,Fulham,>1.5,Med conf,--,19.03.16,win
championship,Brentford,Blackburn,>1.5,Low conf,--,19.03.16,lose
championship,Bristol City,Bolton,X,Low conf,-26.9,19.03.16,lose
championship,Burnley,Wolves,1X,High conf,+34.4,19.03.16,win
championship,Ipswich,Rotherham,1X,Med conf,+3.0,19.03.16,lose
championship,Leeds,Huddersfield,2,Low conf,+13.8,19.03.16,win
championship,Milton Keynes Dons,Brighton,2,High conf,+35.0,19.03.16,win
championship,Preston,QPR,1X,Med conf,+21.5,19.03.16,win
championship,Reading,Cardiff,1,Med conf,+19.2,19.03.16,lose
championship,Sheffield Weds,Charlton,1X,Low conf,-8.0,19.03.16,win
bundesliga,FC Koln,Bayern Munich,X2,Med conf,+27.8,19.03.16,win
bundesliga,Hamburg,Hoffenheim,1,Med conf,+21.2,19.03.16,lose
bundesliga,Hertha,Ingolstadt,<2.5,Med conf,+4.5,19.03.16,lose
bundesliga,Wolfsburg,Darmstadt,<2.5,Med conf,+13.1,19.03.16,win
bundesliga,Werder Bremen,Mainz,2,High conf,+67.0,19.03.16,lose
bundesliga,Ein Frankfurt,Hannover,1X,Med conf,+17.2,19.03.16,win
serie-a,Empoli,Palermo,12,Med conf,-3.9,19.03.16,lose
serie-a,Roma,Inter,1,High conf,+28.4,19.03.16,lose
premier-league,Everton,Arsenal,X2,Med conf,+20.8,19.03.16,win
premier-league,Chelsea,West Ham,12,Med conf,-7.2,19.03.16,lose
premier-league,Crystal Palace,Leicester,12,Low conf,-21.8,19.03.16,win
premier-league,Watford,Stoke,1,Low conf,+17.3,19.03.16,lose
premier-league,West Brom,Norwich,2,Med conf,+36.3,19.03.16,win
premier-league,Swansea,Aston Villa,2,Low conf,+36.3,19.03.16,lose
primera-division,Getafe,Eibar,X2,Low conf,-10.8,17.03.16,win
primeira-liga,Rio Ave,Maritimo,X2,Med conf,+19.4,17.03.16,lose
ligue-1,Marseille,Rennes,X,Low conf,+6.0,17.03.16,lose
super-lig,Kayserispor,Eskisehirspor,12,Med conf,-11.8,17.03.16,lose
super-lig,Akhisar Belediyespor,Rizespor,2,Low conf,+26.7,17.03.16,lose
championship,Middlesbrough,Hull,1,Low conf,-0.9,17.03.16,win
bundesliga,Schalke 04,M'gladbach,X2,Low conf,-5.2,17.03.16,lose
super-lig,Trabzonspor,Besiktas,X,Med conf,+45.9,15.03.16,lose
championship,Brighton,Reading,1X,Low conf,-4.9,15.03.16,win
championship,Hull,Nott'm Forest,1,Med conf,+11.8,15.03.16,win
championship,Ipswich,Blackburn,X,Low conf,+22.7,15.03.16,win
primera-division,Granada,Espanol,>2.5,Med conf,+28.9,14.03.16,lose
primeira-liga,Benfica,Tondela,1X,Low conf,+8.0,14.03.16,win
super-lig,Sivasspor,Kasimpasa,1,Med conf,+21.1,14.03.16,win
super-lig,Antalyaspor,Bursaspor,12,High conf,+24.1,14.03.16,win
premier-league,Leicester,Newcastle,1,Med conf,+13.6,14.03.16,win
primera-division,Real Madrid,Ath Madrid,12,Low conf,-36.5,27.02.16,win
primera-division,Getafe,Celta,>2.5,Low conf,+5.4,27.02.16,lose
primera-division,Sp Gijon,Espanol,12,Med conf,-10.2,27.02.16,win
primera-division,Betis,Vallecano,1X,Low conf,+7.8,27.02.16,win
primera-division,Sociedad,Malaga,1X,Med conf,+12.2,27.02.16,win
ligue-1,Montpellier,Lille,X2,Low conf,-25.3,27.02.16,lose
ligue-1,Troyes,Lorient,X2,Low conf,-0.9,27.02.16,win
ligue-1,Guingamp,Angers,X2,High conf,+34.7,27.02.16,lose
ligue-1,Reims,Bordeaux,X2,Low conf,-14.2,27.02.16,lose
ligue-1,Toulouse,Rennes,1,High conf,+56.7,27.02.16,lose
super-lig,Eskisehirspor,Bursaspor,1X,High conf,+25.3,27.02.16,lose
super-lig,Trabzonspor,Osmanlispor,1,High conf,--,27.02.16,lose
super-lig,Mersin Idman Yurdu,Konyaspor,1,Med conf,--,27.02.16,lose
super-lig,Rizespor,Kasimpasa,1,High conf,--,27.02.16,win
championship,Wolves,Derby,X2,Low conf,--,27.02.16,lose
championship,Blackburn,Milton Keynes Dons,12,High conf,+22.7,27.02.16,win
championship,Bolton,Burnley,X2,High conf,+35.9,27.02.16,lose
championship,Cardiff,Preston,X2,Low conf,-3.5,27.02.16,win
championship,Charlton,Reading,X2,Low conf,-14.2,27.02.16,win
championship,Fulham,Middlesbrough,2,Low conf,-13.4,27.02.16,win
championship,Huddersfield,Ipswich,X2,Low conf,-3.1,27.02.16,win
championship,Nott'm Forest,Bristol City,12,High conf,+25.1,27.02.16,win
championship,QPR,Birmingham,X2,Med conf,+34.5,27.02.16,lose
championship,Rotherham,Brentford,1X,Med conf,+6.4,27.02.16,win
bundesliga,Hamburg,Ingolstadt,X2,High conf,+45.9,27.02.16,win
bundesliga,Stuttgart,Hannover,<2.5,Med conf,+17.2,27.02.16,lose
bundesliga,Wolfsburg,Bayern Munich,X2,Med conf,+17.2,27.02.16,win
bundesliga,Werder Bremen,Darmstadt,12,High conf,+23.4,27.02.16,lose
serie-a,Empoli,Roma,12,Med conf,-7.5,27.02.16,win
serie-a,Milan,Torino,1X,High conf,+51.0,27.02.16,win
premier-league,West Ham,Sunderland,1,Med conf,--,27.02.16,win
premier-league,Leicester,Norwich,12,Med conf,-4.6,27.02.16,win
premier-league,Southampton,Chelsea,>2.5,High conf,+54.3,27.02.16,win
premier-league,Stoke,Aston Villa,1,Med conf,+15.5,27.02.16,win
premier-league,Watford,Bournemouth,1X,Med conf,+19.2,27.02.16,win
premier-league,West Brom,Crystal Palace,>2.5,High conf,+59.0,27.02.16,win
primera-division,Villarreal,Levante,1,High conf,+27.5,28.02.16,win
primera-division,Valencia,Ath Bilbao,12,Low conf,-35.2,28.02.16,win
primera-division,La Coruna,Granada,1X,Med conf,+16.5,28.02.16,lose
primera-division,Barcelona,Sevilla,1X,Low conf,+2.6,28.02.16,win
ligue-1,Nantes,Monaco,X2,High conf,+31.4,28.02.16,win
ligue-1,Ajaccio GFCO,Marseille,1X,Med conf,+12.4,28.02.16,win
ligue-1,St Etienne,Caen,1X,High conf,+49.2,28.02.16,lose
ligue-1,Lyon,Paris SG,X,Med conf,+47.5,28.02.16,lose
super-lig,Sivasspor,Antalyaspor,1,Med conf,+26.5,28.02.16,lose
super-lig,Genclerbirligi,Akhisar Belediyespor,1,Med conf,+31.4,28.02.16,win
super-lig,Gaziantepspor,Galatasaray,1,Med conf,+34.3,28.02.16,win
bundesliga,Augsburg,M'gladbach,1X,Med conf,+12.0,28.02.16,win
bundesliga,Dortmund,Hoffenheim,1,High conf,+11.3,28.02.16,win
bundesliga,Mainz,Leverkusen,<2.5,Med conf,+3.8,28.02.16,lose
bundesliga,Ein Frankfurt,Schalke 04,X,High conf,+55.9,28.02.16,win
serie-a,Palermo,Bologna,2,Med conf,+30.2,28.02.16,lose
serie-a,Carpi,Atalanta,X2,Med conf,+20.2,28.02.16,win
serie-a,Chievo,Genoa,1X,High conf,+43.2,28.02.16,win
serie-a,Sampdoria,Frosinone,>2.5,Low conf,-9.4,28.02.16,lose
serie-a,Udinese,Verona,1X,High conf,+43.2,28.02.16,win
serie-a,Juventus,Inter,1X,High conf,+49.7,28.02.16,win
premier-league,Man United,Arsenal,>2.5,High conf,+55.9,28.02.16,win
premier-league,Tottenham,Swansea,1,Med conf,+0.8,28.02.16,win
championship,Birmingham,Bolton,>2.5,Low conf,+9.8,23.02.16,lose
championship,Brentford,Wolves,1X,High conf,+28.4,23.02.16,win
championship,Bristol City,Brighton,12,Low conf,-22.2,23.02.16,win
championship,Burnley,Nott'm Forest,>2.5,Low conf,+7.2,23.02.16,lose
championship,Ipswich,Hull,X2,High conf,+9.3,23.02.16,win
championship,Leeds,Fulham,1X,High conf,+33.4,23.02.16,win
championship,Middlesbrough,Cardiff,1X,High conf,+42.0,23.02.16,win
championship,Milton Keynes Dons,Huddersfield,>2.5,Low conf,+6.2,23.02.16,lose
championship,Preston,Charlton,1X,High conf,+36.6,23.02.16,win
championship,Sheffield Weds,QPR,1X,High conf,+42.0,23.02.16,win
championship,Reading,Rotherham,X2,Low conf,+12.8,23.02.16,lose
primeira-liga,Sp Lisbon,Boavista,1,High conf,-1.2,22.02.16,win
super-lig,Besiktas,Genclerbirligi,1,Low conf,-13.5,22.02.16,win
serie-a,Napoli,Milan,1X,Med conf,+15.0,22.02.16,win
primera-division,Vallecano,Sevilla,>2.5,High conf,+23.4,21.02.16,win
primera-division,Malaga,Real Madrid,2,High conf,+31.8,21.02.16,lose
primera-division,Ath Bilbao,Sociedad,1,High conf,+32.9,21.02.16,lose
primera-division,Granada,Valencia,>2.5,High conf,+39.6,21.02.16,win
primera-division,Ath Madrid,Villarreal,X2,Low conf,-19.6,21.02.16,win
primeira-liga,Belenenses,Arouca,>1.5,Med conf,--,21.02.16,win
primeira-liga,Tondela,Maritimo,X2,Med conf,+28.1,21.02.16,win
primeira-liga,Setubal,Nacional,1,Med conf,--,21.02.16,lose
primeira-liga,Porto,Moreirense,1,Med conf,-6.0,21.02.16,win
primeira-liga,Sp Braga,Guimaraes,1,Med conf,+6.2,21.02.16,lose
ligue-1,Marseille,St Etienne,1X,Low conf,-8.5,21.02.16,win
ligue-1,Caen,Rennes,12,Med conf,-7.6,21.02.16,win
ligue-1,Lille,Lyon,1,Low conf,+22.3,21.02.16,win
bundesliga,Leverkusen,Dortmund,2,High conf,+55.2,21.02.16,win
bundesliga,Schalke 04,Stuttgart,1X,Med conf,+20.3,21.02.16,win
bundesliga,Hannover,Augsburg,>2.5,Med conf,+20.1,21.02.16,lose
serie-a,Atalanta,Fiorentina,2,Med conf,+21.5,21.02.16,win
serie-a,Genoa,Udinese,X2,High conf,+52.8,21.02.16,lose
serie-a,Sassuolo,Empoli,X,Med conf,-13.1,21.02.16,lose
serie-a,Torino,Carpi,1X,High conf,+51.2,21.02.16,win
serie-a,Frosinone,Lazio,12,High conf,+2.5,21.02.16,lose
serie-a,Roma,Palermo,1X,High conf,+50.5,21.02.16,win
super-lig,Kayserispor,Gaziantepspor,1X,High conf,+28.2,21.02.16,win
super-lig,Osmanlispor,Mersin Idman Yurdu,1X,High conf,--,21.02.16,win
super-lig,Galatasaray,Trabzonspor,>2.5,Med conf,+0.2,21.02.16,win
primera-division,Las Palmas,Barcelona,2,High conf,-2.2,20.02.16,win
primera-division,Espanol,La Coruna,1,Low conf,+25.8,20.02.16,win
primera-division,Betis,Sp Gijon,1X,Med conf,+6.9,20.02.16,win
primera-division,Celta,Eibar,1X,High conf,+47.6,20.02.16,win
primeira-liga,Pacos Ferreira,Benfica,X2,High conf,+50.2,20.02.16,win
primeira-liga,Academica,Rio Ave,X2,High conf,+18.1,20.02.16,win
ligue-1,Paris SG,Reims,1,High conf,+5.3,20.02.16,win
ligue-1,Angers,Montpellier,12,Low conf,-11.4,20.02.16,win
ligue-1,Lorient,Guingamp,1X,High conf,+45.1,20.02.16,win
ligue-1,Monaco,Troyes,X,Med conf,+55.7,20.02.16,lose
ligue-1,Toulouse,Ajaccio GFCO,X2,Low conf,-16.2,20.02.16,win
super-lig,Kasimpasa,Eskisehirspor,1X,High conf,--,20.02.16,win
super-lig,Antalyaspor,Rizespor,1,Med conf,+29.4,20.02.16,win
super-lig,Bursaspor,Fenerbahce,X2,High conf,+23.1,20.02.16,win
championship,Cardiff,Brighton,X2,Med conf,+19.2,20.02.16,lose
championship,Bolton,QPR,X2,Med conf,+22.2,20.02.16,win
championship,Brentford,Derby,X2,High conf,+40.8,20.02.16,win
championship,Burnley,Rotherham,1X,High conf,+32.4,20.02.16,win
championship,Fulham,Charlton,12,Med conf,-1.2,20.02.16,win
championship,Huddersfield,Wolves,X2,Med conf,+9.0,20.02.16,lose
championship,Milton Keynes Dons,Bristol City,X2,Med conf,+15.6,20.02.16,win
championship,Preston,Sheffield Weds,12,Med conf,+2.0,20.02.16,win
bundesliga,Wolfsburg,Bayern Munich,X2,Med conf,-2.4,20.02.16,win
bundesliga,Hoffenheim,Mainz,X2,High conf,+22.0,20.02.16,lose
bundesliga,Bayern Munich,Darmstadt,1,High conf,-3.2,20.02.16,win
bundesliga,M'gladbach,FC Koln,X2,Low conf,+8.8,20.02.16,lose
bundesliga,Ingolstadt,Werder Bremen,1,Low conf,+8.7,20.02.16,win
bundesliga,Hertha,Wolfsburg,>2.5,Med conf,+28.0,20.02.16,lose
serie-a,Verona,Chievo,2,Med conf,-0.9,20.02.16,lose
serie-a,Inter,Sampdoria,>2.5,Low conf,-3.2,20.02.16,win
primera-division,Levante,Getafe,>2.5,High conf,+39.0,17.02.16,win
primeira-liga,Uniao Madeira,Estoril,12,Med conf,-7.9,17.02.16,lose
ligue-1,Bordeaux,Nice,1X,High conf,+49.2,17.02.16,win
super-lig,Konyaspor,Sivasspor,1X,High conf,+34.2,17.02.16,win
serie-a,Bologna,Juventus,X2,High conf,+13.9,17.02.16,win
bundesliga,Ein Frankfurt,Hamburg,2,High conf,+68.7,17.02.16,lose
bundesliga,Werder Bremen,Hoffenheim,1,High conf,--,13.02.16,win
bundesliga,Darmstadt,Leverkusen,<2.5,Low conf,--,13.02.16,win
bundesliga,Dortmund,Hannover,1,Med conf,--,13.02.16,win
bundesliga,Stuttgart,Hertha,1,Low conf,--,13.02.16,win
bundesliga,Wolfsburg,Ingolstadt,1X,Low conf,--,13.02.16,win
bundesliga,FC Koln,Ein Frankfurt,1X,Low conf,--,13.02.16,win
primera-division,La Coruna,Betis,X2,Med conf,--,13.02.16,win
primera-division,Valencia,Espanol,X,Low conf,--,13.02.16,lose
primera-division,Villarreal,Malaga,X2,Low conf,--,13.02.16,win
primera-division,Real Madrid,Ath Bilbao,12,Low conf,--,13.02.16,win
primeira-liga,Guimaraes,Setubal,>2.5,Low conf,--,13.02.16,win
primeira-liga,Nacional,Sp Lisbon,X2,High conf,--,13.02.16,win
primeira-liga,Moreirense,Belenenses,X2,High conf,--,13.02.16,win
ligue-1,Ajaccio GFCO,Troyes,>1.5,Low conf,--,13.02.16,win
ligue-1,Guingamp,Bordeaux,12,Low conf,--,13.02.16,win
ligue-1,Montpellier,Toulouse,1X,Low conf,--,13.02.16,win
ligue-1,Nantes,Lorient,1,High conf,--,13.02.16,win
ligue-1,Reims,Bastia,1,Med conf,--,13.02.16,lose
ligue-1,Paris SG,Lille,1X,High conf,--,13.02.16,win
super-lig,Mersin Idman Yurdu,Galatasaray,1,Low conf,--,13.02.16,win
super-lig,Konyaspor,Osmanlispor,12,High conf,--,13.02.16,lose
super-lig,Genclerbirligi,Bursaspor,1X,Low conf,--,13.02.16,win
championship,Blackburn,Hull,X2,Med conf,--,13.02.16,win
championship,Brighton,Bolton,1X,High conf,--,13.02.16,win
championship,Bristol City,Ipswich,X2,High conf,--,13.02.16,lose
championship,Charlton,Cardiff,X2,High conf,--,13.02.16,win
championship,Derby,Milton Keynes Dons,1X,High conf,--,13.02.16,lose
championship,Nott'm Forest,Huddersfield,1X,High conf,--,13.02.16,lose
championship,Reading,Burnley,X2,Low conf,--,13.02.16,win
championship,Rotherham,Birmingham,X2,High conf,--,13.02.16,win
championship,Sheffield Weds,Brentford,1X,High conf,--,13.02.16,win
championship,Wolves,Preston,1X,High conf,--,13.02.16,lose
championship,QPR,Fulham,1X,High conf,--,13.02.16,lose
serie-a,Juventus,Napoli,X,Low conf,--,13.02.16,lose
serie-a,Chievo,Sassuolo,X2,High conf,--,13.02.16,win
serie-a,Empoli,Frosinone,1X,Med conf,--,13.02.16,lose
premier-league,Chelsea,Newcastle,12,High conf,--,13.02.16,win
premier-league,Bournemouth,Stoke,>2.5,Low conf,--,13.02.16,win
premier-league,Crystal Palace,Watford,X2,Low conf,--,13.02.16,win
premier-league,Everton,West Brom,12,High conf,--,13.02.16,win
premier-league,Norwich,West Ham,X2,Low conf,--,13.02.16,win
premier-league,Swansea,Southampton,1,Med conf,--,13.02.16,lose
premier-league,Sunderland,Man United,2,Med conf,--,13.02.16,lose
primera-division,Sociedad,Granada,X2,Med conf,+29.7,14.02.16,lose
primera-division,Sevilla,Las Palmas,1,Med conf,+47.9,14.02.16,win
primera-division,Eibar,Levante,X,Med conf,+34.7,14.02.16,lose
primera-division,Getafe,Ath Madrid,X2,Med conf,+24.5,14.02.16,win
primera-division,Barcelona,Celta,1,Med conf,-26.0,14.02.16,win
primeira-liga,Arouca,Uniao Madeira,1X,High conf,+34.2,14.02.16,win
primeira-liga,Estoril,Tondela,1X,High conf,+42.3,14.02.16,win
primeira-liga,Boavista,Academica,>2.5,Low conf,+20.7,14.02.16,lose
primeira-liga,Maritimo,Sp Braga,X2,High conf,+29.8,14.02.16,win
ligue-1,Lyon,Caen,>1.5,Med conf,--,14.02.16,win
ligue-1,St Etienne,Monaco,1X,Med conf,+3.4,14.02.16,win
ligue-1,Nice,Marseille,1,Low conf,+16.5,14.02.16,lose
serie-a,Milan,Genoa,1X,Low conf,-5.6,14.02.16,win
serie-a,Palermo,Torino,>2.5,Low conf,+6.6,14.02.16,win
serie-a,Sampdoria,Atalanta,1X,Med conf,+9.1,14.02.16,win
serie-a,Udinese,Bologna,>2.5,Low conf,+13.2,14.02.16,lose
serie-a,Fiorentina,Inter,X2,Med conf,+14.0,14.02.16,lose
premier-league,Arsenal,Leicester,1X,Med conf,+21.8,14.02.16,win
premier-league,Aston Villa,Liverpool,2,Med conf,+12.1,14.02.16,win
premier-league,Man City,Tottenham,>2.5,Low conf,-4.3,14.02.16,win
bundesliga,Hamburg,M'gladbach,1X,Low conf,+2.4,14.02.16,win
bundesliga,Augsburg,Bayern Munich,2,High conf,+23.1,14.02.16,win
primera-division,Sp Gijon,Sociedad,<2.5,Med conf,1,22.01.16,lose
primeira-liga,Setubal,Academica,1X,Low conf,1,22.01.16,win
ligue-1,Rennes,Ajaccio GFCO,X2,Low conf,+16.5,22.01.16,lose
bundesliga,Hamburg,Bayern Munich,2,Med conf,--,22.01.16,win
premier-league,Arsenal,Chelsea,1X,Med conf,+21.8,24.01.16,lose
premier-league,Everton,Swansea,1,High conf,+12.1,24.01.16,lose
primera-division,Ath Bilbao,Eibar,1X,High conf,+47.9,24.01.16,win
primera-division,Ath Madrid,Sevilla,X2,Low conf,+34.7,24.01.16,win
primera-division,La Coruna,Valencia,1X,Med conf,+24.5,24.01.16,win
primera-division,Betis,Real Madrid,X2,High conf,-26.0,24.01.16,win
