league,opp,opp2,result,conf,ROI,date,outcome
primera-division,Barcelona,Real Madrid,BTTS,Med conf,+10,24.10.20,win
primera-division,Osasuna,Ath Bilbao,BTTS,Med conf,+10,24.10.20,lose
primera-division,Sevilla,Eibar,1X,Low conf,-37,24.10.20,lose
primera-division,Ath Madrid,Betis,BTTS,Med conf,+10,24.10.20,lose
liga-1,Astra,Poli Iasi,1X,Med conf,+2,24.10.20,win
liga-1,Sepsi Sf. Gheorghe,Din. Bucuresti,1X,Med conf,+7,24.10.20,win
primeira-liga,Nacional,Pacos Ferreira,X2,High conf,+38,24.10.20,win
primeira-liga,Santa Clara,Sp Lisbon,<2.5,High conf,+47,24.10.20,lose
primeira-liga,Porto,Gil Vicente,1,Med conf,-18,24.10.20,win
ligue-1,Lorient,Marseille,2,High conf,+60,24.10.20,win		
ligue-1,Paris SG,Dijon,1,High conf,-9,24.10.20,win
bundesliga,Bayern Munich,Ein Frankfurt,1,Med conf,-15,24.10.20,win
bundesliga,Mainz,M'gladbach,2,High conf,+20,24.10.20,win
bundesliga,RB Leipzig,Hertha,1,Med conf,-1,24.10.20,win
bundesliga,Union Berlin,Freiburg,1X,High conf,+31,24.10.20,win
bundesliga,Dortmund,Schalke 04,1,Med conf,-15,24.10.20,win
serie-a,Atalanta,Sampdoria,1,Med conf,+1,24.10.20,lose
serie-a,Lazio,Bologna,1,Med conf,+13,24.10.20,win
premier-league,West Ham,Man City,2,Med conf,+4,24.10.20,lose
premier-league,Fulham,Crystal Palace,2,Med conf,+39,24.10.20,win
premier-league,Man United,Chelsea,X2,Med conf,+9,24.10.20,win
premier-league,Liverpool,Sheffield United,1,High conf,+1,24.10.20,win
ligue-1,Dijon,Rennes,1X,Med conf,+32,16.10.20,win
ligue-1,Nimes,Paris SG,2,High conf,+6,16.10.20,win
liga-1,Sepsi Sf. Gheorghe,U Craiova,12,High conf,+31,22.08.20,,win
liga-1,Astra,FC Steaua Bucuresti,12,High conf,+29,22.08.20,win
ligue-1,Dijon,Angers,BTTS,Med conf,+10,22.08.20,,lose
ligue-1,Lille,Rennes,X,Low conf,+9,22.08.20,win
bundesliga,Hoffenheim,Hertha,X2,Med conf,+13,16.05.20,win
bundesliga,Dortmund,Schalke 04,1,Med conf,+13,16.05.20,win
bundesliga,Augsburg,Wolfsburg,1X,Med conf,+12,16.05.20,lose
bundesliga,Fortuna Dusseldorf,Paderborn,X2,Med conf,+13,16.05.20,win
bundesliga,RB Leipzig,Freiburg,1,Med conf,+3,16.05.20,lose
bundesliga,Ein Frankfurt,M'gladbach,12,Med conf,-5,16.05.20,0.90,1.49,win
bundesliga,FC Koln,Mainz,2,High conf,+55,17.05.20,0.94,1.23,lose
bundesliga,Union Berlin,Bayern Munich,2,High conf,-2,17.05.20,0.94,1.23,win
2-bundesliga,St Pauli,Nurnberg,1,Med conf,+35,17.05.20,0.92,1.33,win
2-bundesliga,Wehen,Stuttgart,1X,High conf,+42,17.05.20,0.92,1.20,win
2-bundesliga,Greuther Furth,Hamburg,X2,Med conf,-10,17.05.20,0.75,1.49,win
2-bundesliga,Erzgebirge Aue,Sandhausen,1X,High conf,+19,16.05.20,0.92,1.20,win
2-bundesliga,Regensburg,Holstein Kiel,2,Low conf,+10,16.05.20,0.89,2.00,lose
2-bundesliga,Karlsruhe,Darmstadt,1X,High conf,+20,16.05.20,0.92,1.20,win
2-bundesliga,Bochum,Heidenheim,1X,Med conf,+15,16.05.20,0.90,1.28,win
liga-1,FC Voluntari,FC Hermannstadt,1X,High conf,+41,22.02.20,win
liga-1,FC Steaua Bucuresti,Chindia Targoviste,12,High conf,+9,22.02.20,lose
jupiler-league,Standard,Antwerp,12,High conf,+37,22.02.20,win
jupiler-league,Oostende,Waregem,2,Low conf,+10,22.02.20,lose
jupiler-league,Mouscron,Cercle Brugge,<2.5,Med conf,+39,22.02.20,win
jupiler-league,Mechelen,Waasland-Beveren,1,Med conf,+70,22.02.20,win
ligue-1,Marseille,Nantes,X2,Med conf,+32,22.02.20,win
ligue-1,Angers,Montpellier,X2,Low conf,-4,22.02.20,lose
ligue-1,Dijon,Monaco,<2.5,Low conf,+5,22.02.20,win
ligue-1,Lille,Toulouse,BTTS,Med conf,+62,22.02.20,lose
ligue-1,Strasbourg,Amiens,1,Med conf,+16,22.02.20,lose
championship,Brentford,Blackburn,1X,Med conf,-8,22.02.20,win
championship,Barnsley,Middlesbrough,X2,Med conf,+46,22.02.20,lose
championship,Birmingham,Sheffield Weds,>2.5,Low conf,-3,22.02.20,win
championship,Bristol City,West Brom,12,Med conf,+13,22.02.20,win
championship,Leeds,Reading,2,High conf,+73,22.02.20,lose
championship,Nott'm Forest,QPR,2,High conf,+53,22.02.20,lose
championship,Preston,Hull,1X,Med conf,-7,22.02.20,win		
championship,Stoke,Cardiff,X2,Med conf,+18,22.02.20,lose
championship,Swansea,Huddersfield,1X,Med conf,+0,22.02.20,win
championship,Wigan,Millwall,1,Med conf,+28,22.02.20,win
bundesliga,M'gladbach,Hoffenheim,BTTS,Med conf,+58,22.02.20,win
bundesliga,Hertha,FC Koln,1,Med conf,+32,22.02.20,lose
bundesliga,Freiburg,Fortuna Dusseldorf,X2,High conf,+38,22.02.20,win
bundesliga,Werder Bremen,Dortmund,2,Low conf,-14,22.02.20,win
bundesliga,Schalke 04,RB Leipzig,X2,High conf,+17,22.02.20,win
serie-a,Bologna,Udinese,1,Med conf,+34,22.02.20,lose
serie-a,Spal,Juventus,2,Med conf,+46,22.02.20,win
serie-a,Fiorentina,Milan,BTTS,High conf,+81,22.02.20,win
premier-league,Chelsea,Tottenham,1,Med conf,+19,22.02.20,win
premier-league,Burnley,Bournemouth,1X,Med conf,+15,22.02.20,win
premier-league,Crystal Palace,Newcastle,X,Med conf,+29,22.02.20,lose
premier-league,Sheffield United,Brighton,X,Med conf,+30,22.02.20,win
premier-league,Southampton,Aston Villa,1,Med conf,+15,22.02.20,win
premier-league,Leicester,Man City,12,High conf,+24,22.02.20,win
primera-division,Levante,Leganes,X2,Med conf,+20,08.02.20,lose
primera-division,Getafe,Valencia,>2.5,Med conf,+11,08.02.20,win
primera-division,Valladolid,Villarreal,>2.5,Med conf,+11,08.02.20,lose
primera-division,Ath Madrid,Granada,1,Med conf,+41,08.02.20,win
liga-1,Gaz Metan Medias,CFR Cluj,1X,High conf,+54,08.02.20,win
primeira-liga,Belenenses,Santa Clara,1X,Med conf,+7,08.02.20,lose
primeira-liga,Sp Braga,Gil Vicente,1,Med conf,+34,08.02.20,lose
primeira-liga,Porto,Benfica,1X,Med conf,+7,08.02.20,win
jupiler-league,Charleroi,Waregem,1,High conf,+18,08.02.20,win
jupiler-league,Cercle Brugge,Mechelen,2,Low conf,-5,08.02.20,lose
jupiler-league,St Truiden,Eupen,1,High conf,+73,08.02.20,win
jupiler-league,Mouscron,Oostende,<2.5,Med conf,+7,08.02.20,lose
ligue-1,Marseille,Toulouse,1,Med conf,+41,08.02.20,win
ligue-1,Amiens,Monaco,12,Med conf,+12,08.02.20,win
ligue-1,Dijon,Nantes,12,Med conf,+15,08.02.20,lose
ligue-1,Metz,Bordeaux,12,Med conf,+16,08.02.20,win
ligue-1,Nice,Nimes,1,Med conf,+13,08.02.20,lose
championship,Wigan,Preston,1X,Med conf,+21,08.02.20,lose
championship,Barnsley,Sheffield Weds,12,Med conf,+52,08.02.20,lose
championship,Blackburn,Fulham,X2,Med conf,+15,08.02.20,win
championship,Brentford,Middlesbrough,1,Med conf,+3,08.02.20,win
championship,Huddersfield,QPR,2,Low conf,+23,08.02.20,lose
championship,Reading,Hull,1,Med conf,+18,08.02.20,lose
championship,Swansea,Derby,12,Med conf,+7,08.02.20,win
championship,Nott'm Forest,Leeds,1,Med conf,+43,08.02.20,win
bundesliga,Schalke 04,Paderborn,1,Med conf,-1,08.02.20,lose
bundesliga,Hertha,Mainz,>2.5,Med conf,+14,08.02.20,win
bundesliga,Freiburg,Hoffenheim,X2,Med conf,+12,08.02.20,lose
bundesliga,Wolfsburg,Fortuna Dusseldorf,1,Med conf,+0,08.02.20,lose
bundesliga,Werder Bremen,Union Berlin,1,Med conf,+17,08.02.20,lose
bundesliga,Leverkusen,Dortmund,2,Low conf,+3,08.02.20,lose
serie-a,Fiorentina,Atalanta,2,Low conf,-32,08.02.20,win
serie-a,Torino,Sampdoria,1X,Med conf,+39,08.02.20,lose
serie-a,Verona,Juventus,2,Low conf,-32,08.02.20,lose
premier-league,Everton,Crystal Palace,1X,Med conf,+4,08.02.20,win
premier-league,Brighton,Watford,1X,High conf,+38,08.02.20,win
primera-division,Granada,Alaves,12,High conf,+75,07.12.19,win
primera-division,Levante,Valencia,1X,High conf,+35,07.12.19,lose
primera-division,Barcelona,Mallorca,1X,High conf,-4,07.12.19,win
primera-division,Real Madrid,Espanol,1,High conf,+0,07.12.19,win
liga-1,Chindia Targoviste,Poli Iasi,12,High conf,+95,07.12.19,win
liga-1,FC Hermannstadt,Din. Bucuresti,2,High conf,+39,07.12.19,lose
primeira-liga,Maritimo,Santa Clara,1X,Med conf,+21,07.12.19,win
primeira-liga,Aves,Sp Braga,X2,High conf,+24,07.12.19,lose
jupiler-league,Mechelen,Kortrijk,1,Med conf,+41,07.12.19,lose
jupiler-league,Cercle Brugge,Genk,2,Low conf,-27,07.12.19,win
jupiler-league,Gent,Waregem,>2.5,Low conf,-26,07.12.19,lose
jupiler-league,St Truiden,Club Brugge,2,Low conf,-27,07.12.19,win
championship,Huddersfield,Leeds,12,High conf,+31,07.12.19,win
championship,Blackburn,Derby,12,High conf,+95,07.12.19,win
championship,Cardiff,Barnsley,1,Med conf,+16,07.12.19,win
championship,Fulham,Bristol City,12,High conf,+32,07.12.19,win
championship,Hull,Stoke,1X,Med conf,+12,07.12.19,win
championship,QPR,Preston,X2,Med conf,+29,07.12.19,lose
championship,Reading,Birmingham,>2.5,Med conf,+7,07.12.19,win
championship,Sheffield Weds,Brentford,>2.5,Med conf,+7,07.12.19,win
bundesliga,Dortmund,Fortuna Dusseldorf,1,Med conf,-7,07.12.19,win
bundesliga,M'gladbach,Bayern Munich,X2,Med conf,+62,07.12.19,lose
bundesliga,Augsburg,Mainz,1X,Med conf,+1,07.12.19,win
bundesliga,RB Leipzig,Hoffenheim,12,High conf,+83,07.12.19,win
bundesliga,Freiburg,Wolfsburg,X,Med conf,+31,07.12.19,win
bundesliga,Leverkusen,Schalke 04,>2.5,Low conf,+5,07.12.19,win
serie-a,Atalanta,Verona,1,Low conf,+23,07.12.19,win
serie-a,Udinese,Napoli,12,High conf,+95,07.12.19,lose
serie-a,Lazio,Juventus,X2,High conf,+79,07.12.19,lose
premier-league,Everton,Chelsea,2,High conf,+36,07.12.19,lose
premier-league,Bournemouth,Liverpool,2,High conf,+12,07.12.19,win
premier-league,Tottenham,Burnley,1,Med conf,+5,07.12.19,win
premier-league,Watford,Crystal Palace,1,Med conf,+36,07.12.19,lose
premier-league,Man City,Man United,12,Med conf,+1,07.12.19,win
primera-division,Eibar,Barcelona,<2.5,Med conf,+7,19.10.19,lose
primera-division,Ath Madrid,Valencia,1X,Med conf,-12,19.10.19,win
primera-division,Getafe,Leganes,1,Med conf,+12,19.10.19,win
primera-division,Mallorca,Real Madrid,X2,Med conf,+2,19.10.19,lose
liga-1,CFR Cluj,Univ. Craiova,X2,Low conf,-5,19.10.19,lose
jupiler-league,Standard,Genk,1X,Med conf,-0,19.10.19,win
jupiler-league,Kortrijk,Waregem,X,Low conf,+14,19.10.19,lose
jupiler-league,Oostende,Eupen,1,Med conf,+18,19.10.19,lose
jupiler-league,Gent,Waasland-Beveren,1,Med conf,-16,19.10.19,win
ligue-1,Lyon,Dijon,12,Med conf,-7,19.10.19,lose
ligue-1,Metz,Nantes,2,Med conf,+37,19.10.19,lose
ligue-1,Nimes,Amiens,X,Med conf,+49,19.10.19,win
ligue-1,Reims,Montpellier,1X,Med conf,+28,19.10.19,win
ligue-1,Toulouse,Lille,2,Med conf,+25,19.10.19,lose
super-league,Guangzhou R&F,Shandong Luneng,2,High conf,+35,19.10.19,win
super-league,Beijing Guoan,Shanghai SIPG,1X,High conf,+23,19.10.19,lose
championship,Blackburn,Huddersfield,1,Low conf,+20,19.10.19,lose
championship,Barnsley,Swansea,X2,Med conf,+3,19.10.19,win
championship,Brentford,Millwall,1,Low conf,+0,19.10.19,win			
championship,Hull,QPR,12,High conf,+20,19.10.19,win
championship,Leeds,Birmingham,12,High conf,+27,19.10.19,win
championship,Middlesbrough,West Brom,12,High conf,+19,19.10.19,win
championship,Reading,Preston,12,High conf,+39,19.10.19,win
championship,Stoke,Fulham,1X,High conf,+28,19.10.19,win
bundesliga,Augsburg,Bayern Munich,2,Med conf,-15,19.10.19,lose
bundesliga,Fortuna Dusseldorf,Mainz,X2,High conf,+44,19.10.19,lose
bundesliga,RB Leipzig,Wolfsburg,X,High conf,+95,19.10.19,win 
bundesliga,Union Berlin,Freiburg,12,High conf,+39,19.10.19,win
bundesliga,Werder Bremen,Hertha,X2,Med conf,+30,19.10.19,win
bundesliga,Dortmund,M'gladbach,>2.5,High conf,+95,19.10.19,lose
serie-a,Lazio,Atalanta,1,High conf,+75,19.10.19,lose
serie-a,Napoli,Verona,1,Low conf,+10,19.10.19,win
serie-a,Juventus,Bologna,1,Low conf,+10,19.10.19,win
premier-league,Everton,West Ham,<2.5,Med conf,+27,19.10.19,win
premier-league,Aston Villa,Brighton,1,Med conf,+28,19.10.19,win
premier-league,Bournemouth,Norwich,1X,Med conf,+28,19.10.19,win
premier-league,Chelsea,Newcastle,1X,Med conf,-14,19.10.19,win
premier-league,Leicester,Burnley,12,Med conf,+5,19.10.19,win
premier-league,Tottenham,Watford,1,Med conf,+1,19.10.19,lose
premier-league,Wolves,Southampton,<2.5,Med conf,+27,19.10.19,win
premier-league,Crystal Palace,Man City,1X,Med conf,+38,19.10.19,lose
liga-1,Voluntari,Academica Clinceni,X2,Low conf,-3,21.09.19,win
liga-1,Sepsi,FC Hermannstadt,X2,Low conf,-3,21.09.19,lose
liga-1,Astra,Din. Bucuresti,12,High conf,+37,21.09.19,win
primeira-liga,Belenenses,Rio Ave,1X,Low conf,-1,21.09.19,lose
primeira-liga,Moreirense,Benfica,2,Med conf,+6,21.09.19,win
jupiler-league,Charleroi,St Truiden,1,Med conf,+41,21.09.19,lose
jupiler-league,Antwerp,Cercle Brugge,1,Med conf,+41,21.09.19,win
jupiler-league,Waasland-Beveren,Mouscron,2,Med conf,+24,21.09.19,lose
jupiler-league,Genk,Oostende,1,Med conf,-9,21.09.19,win
ligue-1,Marseille,Montpellier,1X,High conf,+18,21.09.19,win
ligue-1,Metz,Amiens,X2,Low conf,-49,21.09.19,win
ligue-1,Nice,Dijon,>2.5,Low conf,+4,21.09.19,win
ligue-1,Nimes,Toulouse,X,Low conf,-29,21.09.19,lose
ligue-1,Reims,Monaco,2,Low conf,-205,21.09.19,lose
super-league,Dalian Yifang F.C.,Shenzhen,1,High conf,+22,21.09.19,win
super-league,Hebei,Tianjin Teda,>2.5,Low conf,-3,21.09.19,win
super-league,Shandong Luneng,Shanghai Shenhua,1,High conf,+21,21.09.19,win
bundesliga,Leverkusen,Union Berlin,12,High conf,+24,21.09.19,win
bundesliga,Bayern Munich,FC Koln,12,High conf,+11,21.09.19,win
bundesliga,Hertha,Paderborn,12,High conf,+33,21.09.19,win
bundesliga,Freiburg,Augsburg,>2.5,Med conf,+14,21.09.19,lose
bundesliga,Werder Bremen,RB Leipzig,X,High conf,+77,21.09.19,lose
serie-a,Udinese,Brescia,2,Med conf,+28,21.09.19,win
serie-a,Juventus,Verona,1,Low conf,-5,21.09.19,win
serie-a,Milan,Inter,X2,Med conf,+46,21.09.19,win
premier-league,Leicester,Tottenham,BTTS,Low conf,--,21.09.19,win
premier-league,Burnley,Norwich,1X,High conf,+23,21.09.19,win
premier-league,Everton,Sheffield United,2,Low conf,+38,21.09.19,win
premier-league,Man City,Watford,1X,High conf,-5,21.09.19,win
premier-league,Newcastle,Brighton,>2.5,High conf,+47,21.09.19,lose
primera-division,Mallorca,Ath Bilbao,<2.5,High conf,+47,13.09.19,win
liga-1,Academica Clinceni,Astra,X2,High conf,+95,13.09.19,win
liga-1,CFR Cluj,Voluntari,1,Med conf,+0,13.09.19,win
primeira-liga,Setubal,Sp Braga,2,Med conf,+18,13.09.19,lose
jupiler-league,Charleroi,Genk,12,Low conf,-13,13.09.19,win
ligue-1,Lille,Angers,1X,High conf,+34,13.09.19,win
ligue-1,Amiens,Lyon,2,Med conf,+2,13.09.19,lose
championship,Derby,Cardiff,1,Low conf,+3,13.09.19,lose
bundesliga,Fortuna Dusseldorf,Wolfsburg,X2,High conf,+41,13.09.19,win
super-league,Jiangsu Suning,Guangzhou Evergrande,2,Med conf,+15,13.09.19,lose
super-league,Shandong Luneng,Shanghai SIPG,2,Med conf,+28,13.09.19,lose
super-league,Shenzhen,Beijing Guoan,>2.5,Low conf,-20,13.09.19,lose
ligue-1,Lyon,Bordeaux,1,Low conf,-47,31.08.19,lose
ligue-1,Angers,Dijon,1,Low conf,-33,31.08.19,win
ligue-1,Nantes,Montpellier,1,Low conf,-20,31.08.19,win
ligue-1,Nimes,Brest,2,High conf,+73,31.08.19,lose
ligue-1,Toulouse,Amiens,X2,High conf,+50,31.08.19,lose
championship,Bristol City,Middlesbrough,1,Med conf,+18,31.08.19,lose
championship,Birmingham,Stoke,X2,Low conf,-5,31.08.19,win
championship,Brentford,Derby,1X,Med conf,+15,31.08.19,win
championship,Leeds,Swansea,1X,Med conf,-4,31.08.19,lose
championship,Millwall,Hull,1,Med conf,+21,31.08.19,lose
championship,Nott'm Forest,Preston,1X,Med conf,+5,31.08.19,win
championship,Sheffield Weds,QPR,1X,Med conf,+2,31.08.19,lose
championship,West Brom,Blackburn,X2,Med conf,+23,31.08.19,lose
championship,Wigan,Barnsley,1X,Med conf,+19,31.08.19,win
bundesliga,Leverkusen,Hoffenheim,X,High conf,+80,31.08.19,win
bundesliga,Bayern Munich,Mainz,<2.5,High conf,+47,31.08.19,lose
bundesliga,Schalke 04,Hertha,12,High conf,+38,31.08.19,win
bundesliga,Freiburg,FC Koln,X2,Low conf,-20,31.08.19,win
bundesliga,Wolfsburg,Paderborn,X2,Low conf,+1,31.08.19,win
bundesliga,Union Berlin,Dortmund,12,High conf,+22,31.08.19,win
serie-a,Milan,Brescia,1,Low conf,-5,31.08.19,win
serie-a,Juventus,Napoli,12,High conf,+95,31.08.19,win
premier-league,Southampton,Man United,2,High conf,+36,31.08.19,lose
premier-league,Chelsea,Sheffield United,X,High conf,+73,31.08.19,win
premier-league,Crystal Palace,Aston Villa,<2.5,Low conf,-3,31.08.19,win
premier-league,Leicester,Bournemouth,<2.5,Low conf,-3,31.08.19,lose
premier-league,Man City,Brighton,1,Low conf,-61,31.08.19,win
premier-league,Newcastle,Watford,<2.5,Low conf,-3,31.08.19,win
premier-league,West Ham,Norwich,1X,High conf,+58,31.08.19,win
premier-league,Burnley,Liverpool,2,High conf,+8,31.08.19,win
primera-division,Sevilla,Celta,1,Low conf,-40,30.08.19,lose
primera-division,Ath Bilbao,Sociedad,12,Low conf,-5,30.08.19,win
liga-1,FC Botosani,Academica Clinceni,1X,High conf,+24,30.08.19,win
liga-1,Voluntari,Univ. Craiova,<2.5,High conf,+33,30.08.19,lose
primeira-liga,Moreirense,Portimonense,1,High conf,+61,30.08.19,win
primeira-liga,Belenenses,Boavista,<2.5,Med conf,+14,30.08.19,win
jupiler-league,Mechelen,Mouscron,1,Med conf,+65,30.08.19,lose
ligue-1,Metz,Paris SG,2,High conf,+30,30.08.19,win
championship,Cardiff,Fulham,2,Med conf,+21,30.08.19,lose
bundesliga,M'gladbach,RB Leipzig,<2.5,High conf,+95,30.08.19,lose
serie-a,Bologna,Spal,1X,Low conf,--,30.08.19,win
mls,New York City,New York Red Bulls,1,Med conf,+10,25.08.19,win
mls,New England Revolution,Chicago Fire,1,Med conf,+12,25.08.19,win
mls,Philadelphia Union,DC United,>2.5,Low conf,-7,25.08.19,win
mls,Toronto FC,Montreal Impact,1,Med conf,+3,25.08.19,win
mls,Real Salt Lake,Colorado Rapids,1,Med conf,-3,25.08.19,win
mls,San Jose Earthquakes,Vancouver Whitecaps,1,Med conf,-16,25.08.19,win
mls,Orlando City,Atlanta United,2,Med conf,+15,24.08.19,lose
mls,Portland Timbers,Seattle Sounders,1,Med conf,+10,24.08.19,win
primera-division,Granada,Sevilla,>2.5,Low conf,--,23.08.19,lose
primera-division,Levante,Villarreal,X2,Low conf,-54,23.08.19,lose
liga-1,Univ. Craiova,Astra,12,Med conf,+1,23.08.19,win
liga-1,Poli Iasi,Chindia Targoviste,1,High conf,+85,23.08.19,lose
primeira-liga,Setubal,Moreirense,<2.5,Low conf,-53,23.08.19,win
primeira-liga,Rio Ave,Aves,12,High conf,+34,23.08.19,win
jupiler-league,Genk,Anderlecht,1,Med conf,+52,23.08.19,win
bundesliga,FC Koln,Dortmund,2,Low conf,-65,23.08.19,win
premier-league,Aston Villa,Everton,<2.5,Low conf,-53,23.08.19,win
mls,Portland Timbers,Atlanta United,12,High conf,+28,19.08.19,win
primera-division,Alaves,Levante,1,Med conf,+52,18.08.19,win
primera-division,Espanol,Sevilla,1,Med conf,+38,18.08.19,lose
primera-division,Betis,Valladolid,1,Med conf,+9,18.08.19,lose
primera-division,Ath Madrid,Getafe,12,High conf,+9,18.08.19,win
liga-1,FC Botosani,Univ. Craiova,12,Med conf,+36,18.08.19,lose
liga-1,FC Steaua Bucuresti,Poli Iasi,12,Med conf,+36,18.08.19,win
primeira-liga,Aves,Maritimo,<2.5,Med conf,+9,18.08.19,lose
primeira-liga,Pacos Ferreira,Santa Clara,1,High conf,+41,18.08.19,lose
primeira-liga,Guimaraes,Boavista,1,High conf,+22,18.08.19,lose
primeira-liga,Sp Lisbon,Sp Braga,1,High conf,+32,18.08.19,lose
jupiler-league,Standard,Mouscron,12,Med conf,-5,18.08.19,win
jupiler-league,Antwerp,St Truiden,1,Med conf,+36,18.08.19,win
jupiler-league,Gent,Oostende,1,Med conf,-11,18.08.19,win
ligue-1,St Etienne,Brest,1X,High conf,+29,18.08.19,win
ligue-1,Reims,Strasbourg,1X,High conf,+35,18.08.19,win
ligue-1,Rennes,Paris SG,2,Low conf,-47,18.08.19,lose
championship,Reading,Cardiff,<2.5,High conf,+47,18.08.19,lose
bundesliga,Ein Frankfurt,Hoffenheim,12,Med conf,-2,18.08.19,win
bundesliga,Union Berlin,RB Leipzig,12,Med conf,-7,18.08.19,win
premier-league,Sheffield United,Crystal Palace,1,Med conf,+28,18.08.19,win
premier-league,Chelsea,Leicester,1,Med conf,+9,18.08.19,lose
mls,New York Red Bulls,New England Revolution,1,Med conf,+15,18.08.19,lose
mls,Columbus Crew,Toronto FC,X2,High conf,+46,18.08.19,win
mls,Montreal Impact,FC Dallas,1,Med conf,+21,18.08.19,lose
mls,Chicago Fire,Philadelphia Union,1,Med conf,+21,18.08.19,win
primera-division,Celta,Real Madrid,2,Low conf,-33,17.08.19,win
primera-division,Valencia,Sociedad,12,High conf,+14,17.08.19,lose
primera-division,Mallorca,Eibar,1X,High conf,+45,17.08.19,win
primera-division,Leganes,Osasuna,1,Med conf,+21,17.08.19,lose
primera-division,Villarreal,Granada,1,Med conf,+52,17.08.19,lose
liga-1,Sepsi,CFR Cluj,12,Med conf,+2,17.08.19,lose
primeira-liga,Moreirense,Gil Vicente,<2.5,Med conf,+9,17.08.19,lose
primeira-liga,Belenenses,Benfica,12,High conf,+0,17.08.19,win
primeira-liga,Porto,Setubal,1,High conf,-2,17.08.19,win
jupiler-league,Kortrijk,Anderlecht,2,High conf,+75,17.08.19,lose
jupiler-league,Mechelen,Cercle Brugge,1,Med conf,+36,17.08.19,win
jupiler-league,Waasland-Beveren,Genk,2,High conf,+13,17.08.19,win
ligue-1,Nantes,Marseille,1,Med conf,+32,17.08.19,lose
ligue-1,Amiens,Lille,2,Low conf,-16,17.08.19,lose
ligue-1,Bordeaux,Montpellier,1X,High conf,+42,17.08.19,win
ligue-1,Metz,Monaco,X,Low conf,--,17.08.19,lose
ligue-1,Nimes,Nice,X,Low conf,-29,17.08.19,lose
ligue-1,Toulouse,Dijon,1X,High conf,+36,17.08.19,win
championship,Blackburn,Middlesbrough,<2.5,High conf,+47,17.08.19,win
championship,Brentford,Hull,1,Low conf,-10,17.08.19,lose
championship,Bristol City,QPR,1X,Low conf,-64,17.08.19,win
championship,Millwall,Sheffield Weds,2,Low conf,-0,17.08.19,lose
championship,Nott'm Forest,Birmingham,2,Low conf,+8,17.08.19,lose
championship,Stoke,Derby,X,High conf,+68,17.08.19,win
championship,Swansea,Preston,2,Low conf,+3,17.08.19,lose
championship,Wigan,Leeds,2,Low conf,-21,17.08.19,win
bundesliga,Leverkusen,Paderborn,12,Med conf,-20,17.08.19,win
bundesliga,Dortmund,Augsburg,1,Med conf,-17,17.08.19,win
bundesliga,Freiburg,Mainz,2,Low conf,+27,17.08.19,lose
bundesliga,Wolfsburg,FC Koln,2,Low conf,+31,17.08.19,lose
bundesliga,Werder Bremen,Fortuna Dusseldorf,1,Med conf,+8,17.08.19,lose
bundesliga,M'gladbach,Schalke 04,12,Med conf,+28,17.08.19,lose
premier-league,Arsenal,Burnley,1,Med conf,+46,17.08.19,win
premier-league,Aston Villa,Bournemouth,1,Med conf,+24,17.08.19,lose
premier-league,Brighton,West Ham,2,Med conf,+33,17.08.19,lose
premier-league,Everton,Watford,12,Low conf,-16,17.08.19,win
premier-league,Norwich,Newcastle,<2.5,High conf,+47,17.08.19,lose
premier-league,Southampton,Liverpool,2,Med conf,-1,17.08.19,win
premier-league,Man City,Tottenham,12,Low conf,-26,17.08.19,lose
primera-division,Ath Bilbao,Barcelona,12,High conf,+15,16.08.19,win
liga-1,FC Hermannstadt,Academica Clinceni,>2.5,Low conf,-3,16.08.19,win
liga-1,Chindia Targoviste,Din. Bucuresti,2,Med conf,+70,16.08.19,lose
jupiler-league,Club Brugge,Eupen,1,Med conf,+36,16.08.19,lose
ligue-1,Lyon,Angers,12,High conf,+9,16.08.19,win
championship,Huddersfield,Fulham,2,Low conf,-11,16.08.19,win
bundesliga,Bayern Munich,Hertha,12,Med conf,+28,16.08.19,lose
mls,Toronto FC,Orlando City,>2.5,Low conf,+24,11.08.19,lose
liga-1,Gaz Metan Medias,Astra,X2,High conf,+87,10.08.19,lose
liga-1,CFR Cluj,FC Hermannstadt,1X,Med conf,+46,10.08.19,win
primeira-liga,Gil Vicente,Porto,X2,Low conf,+17,10.08.19,lose
primeira-liga,Benfica,Pacos Ferreira,1,High conf,+74,10.08.19,win
jupiler-league,Oostende,Club Brugge,2,Low conf,--,10.08.19,win
jupiler-league,Eupen,Waasland-Beveren,12,High conf,+78,10.08.19,lose
jupiler-league,Club Brugge,Kortrijk,>2.5,Low conf,--,10.08.19,lose
jupiler-league,Genk,Waregem,X,Low conf,--,10.08.19,lose
ligue-1,Marseille,Reims,1X,Med conf,+39,10.08.19,lose
ligue-1,Angers,Bordeaux,12,Med conf,+50,10.08.19,win
ligue-1,Dijon,St Etienne,2,Low conf,-27,10.08.19,win
ligue-1,Montpellier,Rennes,X,Med conf,+54,10.08.19,lose
ligue-1,Nice,Amiens,1,Low conf,+13,10.08.19,win
ligue-1,Brest,Toulouse,1,Low conf,+13,10.08.19,win
mls,Seattle Sounders,New England Revolution,X2,Low conf,-129,10.08.19,win
super-league,Hebei,Shandong Luneng,X2,Low conf,-17,10.08.19,win
super-league,Tianjin Teda,Wuhan Zall,2,Med conf,+39,10.08.19,lose
premier-league,West Ham,Man City,12,High conf,+95,10.08.19,win
premier-league,Bournemouth,Sheffield United,1,Med conf,+43,10.08.19,lose
